"rowname","variable","value","geoid"
"I.1","hh2",13.865,"51059480505"
"I.2","hh2",0,"51059480505"
"I.3","hh2",6.307,"51059480505"
"I.4","hh2",12.268,"51059480505"
"I.5","hh2",28.435,"51059480505"
"I.6","hh2",59.894,"51059480505"
"I.7","hh2",139.684,"51059480505"
"I.8","hh2",80.321,"51059480505"
"I.9","hh2",127.226,"51059480505"
"I.1","hh3",5.056,"51059480505"
"I.2","hh3",0,"51059480505"
"I.3","hh3",1.532,"51059480505"
"I.4","hh3",7.258,"51059480505"
"I.5","hh3",8.206,"51059480505"
"I.6","hh3",22.153,"51059480505"
"I.7","hh3",60.048,"51059480505"
"I.8","hh3",25.49,"51059480505"
"I.9","hh3",77.258,"51059480505"
"I.1","hh4",3.157,"51059480505"
"I.2","hh4",0,"51059480505"
"I.3","hh4",3.453,"51059480505"
"I.4","hh4",3.149,"51059480505"
"I.5","hh4",5.016,"51059480505"
"I.6","hh4",8.845,"51059480505"
"I.7","hh4",28.791,"51059480505"
"I.8","hh4",17.006,"51059480505"
"I.9","hh4",54.583,"51059480505"
"I.1","hh5",0,"51059480505"
"I.2","hh5",0,"51059480505"
"I.3","hh5",0.862,"51059480505"
"I.4","hh5",1.335,"51059480505"
"I.5","hh5",2.801,"51059480505"
"I.6","hh5",3.763,"51059480505"
"I.7","hh5",8.821,"51059480505"
"I.8","hh5",5.446,"51059480505"
"I.9","hh5",12.971,"51059480505"
"I.1","hh1",2.493,"51059480504"
"I.2","hh1",7.42,"51059480504"
"I.3","hh1",33.032,"51059480504"
"I.4","hh1",16.771,"51059480504"
"I.5","hh1",32.955,"51059480504"
"I.6","hh1",21.531,"51059480504"
"I.7","hh1",34.941,"51059480504"
"I.8","hh1",28.907,"51059480504"
"I.9","hh1",30.95,"51059480504"
"I.1","hh2",0.785,"51059480504"
"I.2","hh2",4.119,"51059480504"
"I.3","hh2",14.75,"51059480504"
"I.4","hh2",11.833,"51059480504"
"I.5","hh2",26.651,"51059480504"
"I.6","hh2",17.643,"51059480504"
"I.7","hh2",34.558,"51059480504"
"I.8","hh2",49.31,"51059480504"
"I.9","hh2",106.352,"51059480504"
"I.1","hh3",0.368,"51059480504"
"I.2","hh3",0.408,"51059480504"
"I.3","hh3",1.316,"51059480504"
"I.4","hh3",5.331,"51059480504"
"I.5","hh3",5.711,"51059480504"
"I.6","hh3",6.59,"51059480504"
"I.7","hh3",15.7,"51059480504"
"I.8","hh3",13.222,"51059480504"
"I.9","hh3",49.354,"51059480504"
"I.1","hh4",0.354,"51059480504"
"I.2","hh4",1.728,"51059480504"
"I.3","hh4",15.591,"51059480504"
"I.4","hh4",4.442,"51059480504"
"I.5","hh4",7.959,"51059480504"
"I.6","hh4",5.563,"51059480504"
"I.7","hh4",17.78,"51059480504"
"I.8","hh4",20.4,"51059480504"
"I.9","hh4",85.184,"51059480504"
"I.1","hh5",0,"51059480504"
"I.2","hh5",0.325,"51059480504"
"I.3","hh5",0.311,"51059480504"
"I.4","hh5",0.624,"51059480504"
"I.5","hh5",1.724,"51059480504"
"I.6","hh5",1.673,"51059480504"
"I.7","hh5",4.02,"51059480504"
"I.8","hh5",3.162,"51059480504"
"I.9","hh5",8.16,"51059480504"
"I.1","hh1",0,"51059480503"
"I.2","hh1",7.053,"51059480503"
"I.3","hh1",0,"51059480503"
"I.4","hh1",5.412,"51059480503"
"I.5","hh1",6.058,"51059480503"
"I.6","hh1",24.164,"51059480503"
"I.7","hh1",61.402,"51059480503"
"I.8","hh1",56.306,"51059480503"
"I.9","hh1",28.605,"51059480503"
"I.1","hh2",0,"51059480503"
"I.2","hh2",5.032,"51059480503"
"I.3","hh2",0,"51059480503"
"I.4","hh2",5.36,"51059480503"
"I.5","hh2",6.159,"51059480503"
"I.6","hh2",23.402,"51059480503"
"I.7","hh2",71.206,"51059480503"
"I.8","hh2",135.397,"51059480503"
"I.9","hh2",80.445,"51059480503"
"I.1","hh3",0,"51059480503"
"I.2","hh3",0.919,"51059480503"
"I.3","hh3",0,"51059480503"
"I.4","hh3",5.445,"51059480503"
"I.5","hh3",5.343,"51059480503"
"I.6","hh3",19.845,"51059480503"
"I.7","hh3",93.021,"51059480503"
"I.8","hh3",65.35,"51059480503"
"I.9","hh3",220.077,"51059480503"
"I.1","hh4",0,"51059480503"
"I.2","hh4",2.468,"51059480503"
"I.3","hh4",0,"51059480503"
"I.4","hh4",3.555,"51059480503"
"I.5","hh4",4.534,"51059480503"
"I.6","hh4",10.44,"51059480503"
"I.7","hh4",41.464,"51059480503"
"I.8","hh4",42.431,"51059480503"
"I.9","hh4",89.11,"51059480503"
"I.1","hh5",0,"51059480503"
"I.2","hh5",1.529,"51059480503"
"I.3","hh5",0,"51059480503"
"I.4","hh5",2.228,"51059480503"
"I.5","hh5",3.906,"51059480503"
"I.6","hh5",7.15,"51059480503"
"I.7","hh5",15.907,"51059480503"
"I.8","hh5",14.517,"51059480503"
"I.9","hh5",18.763,"51059480503"
"I.1","hh1",12.734,"51059480502"
"I.2","hh1",4.285,"51059480502"
"I.3","hh1",4.537,"51059480502"
"I.4","hh1",21.222,"51059480502"
"I.5","hh1",34.157,"51059480502"
"I.6","hh1",43.824,"51059480502"
"I.7","hh1",77.782,"51059480502"
"I.8","hh1",51.084,"51059480502"
"I.9","hh1",40.377,"51059480502"
"I.1","hh2",5.215,"51059480502"
"I.2","hh2",2.621,"51059480502"
"I.3","hh2",1.973,"51059480502"
"I.4","hh2",21.913,"51059480502"
"I.5","hh2",38.411,"51059480502"
"I.6","hh2",53.159,"51059480502"
"I.7","hh2",124.463,"51059480502"
"I.8","hh2",154.968,"51059480502"
"I.9","hh2",224.276,"51059480502"
"I.1","hh3",2.787,"51059480502"
"I.2","hh3",0.367,"51059480502"
"I.3","hh3",0.45,"51059480502"
"I.4","hh3",16.172,"51059480502"
"I.5","hh3",13.942,"51059480502"
"I.6","hh3",28.185,"51059480502"
"I.7","hh3",84.065,"51059480502"
"I.8","hh3",71.161,"51059480502"
"I.9","hh3",185.871,"51059480502"
"I.1","hh4",2.263,"51059480502"
"I.2","hh4",1.027,"51059480502"
"I.3","hh4",1.628,"51059480502"
"I.4","hh4",7.313,"51059480502"
"I.5","hh4",10.169,"51059480502"
"I.6","hh4",15.329,"51059480502"
"I.7","hh4",57.806,"51059480502"
"I.8","hh4",55.683,"51059480502"
"I.9","hh4",155.781,"51059480502"
"I.1","hh5",0,"51059480502"
"I.2","hh5",0.7,"51059480502"
"I.3","hh5",0.412,"51059480502"
"I.4","hh5",6.38,"51059480502"
"I.5","hh5",14.32,"51059480502"
"I.6","hh5",19.503,"51059480502"
"I.7","hh5",67.884,"51059480502"
"I.8","hh5",75.104,"51059480502"
"I.9","hh5",126.695,"51059480502"
"I.1","hh1",5.417,"51059480501"
"I.2","hh1",0,"51059480501"
"I.3","hh1",3.668,"51059480501"
"I.4","hh1",1.735,"51059480501"
"I.5","hh1",10.214,"51059480501"
"I.6","hh1",11.588,"51059480501"
"I.7","hh1",18.754,"51059480501"
"I.8","hh1",10.48,"51059480501"
"I.9","hh1",12.144,"51059480501"
"I.1","hh2",5.095,"51059480501"
"I.2","hh2",0,"51059480501"
"I.3","hh2",3.277,"51059480501"
"I.4","hh2",1.431,"51059480501"
"I.5","hh2",21.731,"51059480501"
"I.6","hh2",23.33,"51059480501"
"I.7","hh2",50.489,"51059480501"
"I.8","hh2",46.129,"51059480501"
"I.9","hh2",229.519,"51059480501"
"I.1","hh3",2.585,"51059480501"
"I.2","hh3",0,"51059480501"
"I.3","hh3",0.893,"51059480501"
"I.4","hh3",0.961,"51059480501"
"I.5","hh3",7.294,"51059480501"
"I.6","hh3",11.303,"51059480501"
"I.7","hh3",30.362,"51059480501"
"I.8","hh3",18.2,"51059480501"
"I.9","hh3",170.403,"51059480501"
"I.1","hh4",1.903,"51059480501"
"I.2","hh4",0,"51059480501"
"I.3","hh4",2.358,"51059480501"
"I.4","hh4",0.518,"51059480501"
"I.5","hh4",4.796,"51059480501"
"I.6","hh4",5.774,"51059480501"
"I.7","hh4",19.681,"51059480501"
"I.8","hh4",14.322,"51059480501"
"I.9","hh4",99.648,"51059480501"
"I.1","hh5",0,"51059480501"
"I.2","hh5",0,"51059480501"
"I.3","hh5",0.805,"51059480501"
"I.4","hh5",0.354,"51059480501"
"I.5","hh5",5.966,"51059480501"
"I.6","hh5",6.005,"51059480501"
"I.7","hh5",16.715,"51059480501"
"I.8","hh5",10.869,"51059480501"
"I.9","hh5",81.286,"51059480501"
"I.1","hh1",8.374,"51059480402"
"I.2","hh1",10.75,"51059480402"
"I.3","hh1",4.78,"51059480402"
"I.4","hh1",8.749,"51059480402"
"I.5","hh1",21.896,"51059480402"
"I.6","hh1",25.919,"51059480402"
"I.7","hh1",26.643,"51059480402"
"I.8","hh1",11.066,"51059480402"
"I.9","hh1",19.824,"51059480402"
"I.1","hh2",13.067,"51059480402"
"I.2","hh2",17.347,"51059480402"
"I.3","hh2",10.782,"51059480402"
"I.4","hh2",14.246,"51059480402"
"I.5","hh2",43.289,"51059480402"
"I.6","hh2",34.986,"51059480402"
"I.7","hh2",99.434,"51059480402"
"I.8","hh2",61.63,"51059480402"
"I.9","hh2",501.22,"51059480402"
"I.1","hh3",4.828,"51059480402"
"I.2","hh3",2.586,"51059480402"
"I.3","hh3",1.438,"51059480402"
"I.4","hh3",7.328,"51059480402"
"I.5","hh3",10.19,"51059480402"
"I.6","hh3",10.703,"51059480402"
"I.7","hh3",43.01,"51059480402"
"I.8","hh3",33.636,"51059480402"
"I.9","hh3",248.279,"51059480402"
"I.1","hh4",1.77,"51059480402"
"I.2","hh4",2.4,"51059480402"
"I.3","hh4",0,"51059480402"
"I.4","hh4",2.765,"51059480402"
"I.5","hh4",10.404,"51059480402"
"I.6","hh4",9.17,"51059480402"
"I.7","hh4",21.734,"51059480402"
"I.8","hh4",20.774,"51059480402"
"I.9","hh4",212.984,"51059480402"
"I.1","hh5",0.962,"51059480402"
"I.2","hh5",0.918,"51059480402"
"I.3","hh5",0,"51059480402"
"I.4","hh5",0.911,"51059480402"
"I.5","hh5",1.221,"51059480402"
"I.6","hh5",5.222,"51059480402"
"I.7","hh5",16.179,"51059480402"
"I.8","hh5",12.894,"51059480402"
"I.9","hh5",148.693,"51059480402"
"I.1","hh1",5.865,"51059480401"
"I.2","hh1",5.065,"51059480401"
"I.3","hh1",6.675,"51059480401"
"I.4","hh1",10.753,"51059480401"
"I.5","hh1",10.739,"51059480401"
"I.6","hh1",20.057,"51059480401"
"I.7","hh1",28.495,"51059480401"
"I.8","hh1",13.733,"51059480401"
"I.9","hh1",21.618,"51059480401"
"I.1","hh2",2.999,"51059480401"
"I.2","hh2",2.013,"51059480401"
"I.3","hh2",19.261,"51059480401"
"I.4","hh2",17.962,"51059480401"
"I.5","hh2",6.947,"51059480401"
"I.6","hh2",15.581,"51059480401"
"I.7","hh2",79.04,"51059480401"
"I.8","hh2",80.114,"51059480401"
"I.9","hh2",364.083,"51059480401"
"I.1","hh3",1.222,"51059480401"
"I.2","hh3",0.354,"51059480401"
"I.3","hh3",2.064,"51059480401"
"I.4","hh3",7.485,"51059480401"
"I.5","hh3",1.808,"51059480401"
"I.6","hh3",4.738,"51059480401"
"I.7","hh3",30.534,"51059480401"
"I.8","hh3",35.599,"51059480401"
"I.9","hh3",156.197,"51059480401"
"I.1","hh4",0.606,"51059480401"
"I.2","hh4",0.422,"51059480401"
"I.3","hh4",0,"51059480401"
"I.4","hh4",4.25,"51059480401"
"I.5","hh4",2.263,"51059480401"
"I.6","hh4",4.904,"51059480401"
"I.7","hh4",22.022,"51059480401"
"I.8","hh4",32.452,"51059480401"
"I.9","hh4",226.082,"51059480401"
"I.1","hh5",0.308,"51059480401"
"I.2","hh5",0.147,"51059480401"
"I.3","hh5",0,"51059480401"
"I.4","hh5",1.549,"51059480401"
"I.5","hh5",0.242,"51059480401"
"I.6","hh5",2.72,"51059480401"
"I.7","hh5",16.91,"51059480401"
"I.8","hh5",22.103,"51059480401"
"I.9","hh5",168.021,"51059480401"
"I.1","hh1",36.592,"51059480302"
"I.2","hh1",0,"51059480302"
"I.3","hh1",5.126,"51059480302"
"I.4","hh1",26.132,"51059480302"
"I.5","hh1",33.614,"51059480302"
"I.6","hh1",50.473,"51059480302"
"I.7","hh1",43.681,"51059480302"
"I.8","hh1",25.223,"51059480302"
"I.9","hh1",57.159,"51059480302"
"I.1","hh2",7.553,"51059480302"
"I.2","hh2",0,"51059480302"
"I.3","hh2",4.562,"51059480302"
"I.4","hh2",11.532,"51059480302"
"I.5","hh2",14.502,"51059480302"
"I.6","hh2",21.298,"51059480302"
"I.7","hh2",39.557,"51059480302"
"I.8","hh2",39.903,"51059480302"
"I.9","hh2",223.093,"51059480302"
"I.1","hh3",3.893,"51059480302"
"I.2","hh3",0,"51059480302"
"I.3","hh3",1.312,"51059480302"
"I.4","hh3",10.058,"51059480302"
"I.5","hh3",5.968,"51059480302"
"I.6","hh3",10.654,"51059480302"
"I.7","hh3",27.878,"51059480302"
"I.8","hh3",38.036,"51059480302"
"I.9","hh3",302.2,"51059480302"
"I.1","hh4",1.356,"51059480302"
"I.2","hh4",0,"51059480302"
"I.3","hh4",0,"51059480302"
"I.4","hh4",3.314,"51059480302"
"I.5","hh4",6.05,"51059480302"
"I.6","hh4",8.581,"51059480302"
"I.7","hh4",13.976,"51059480302"
"I.8","hh4",21.071,"51059480302"
"I.9","hh4",206.652,"51059480302"
"I.1","hh5",0.605,"51059480302"
"I.2","hh5",0,"51059480302"
"I.3","hh5",0,"51059480302"
"I.4","hh5",0.964,"51059480302"
"I.5","hh5",0.867,"51059480302"
"I.6","hh5",4.994,"51059480302"
"I.7","hh5",9.907,"51059480302"
"I.8","hh5",12.767,"51059480302"
"I.9","hh5",134.897,"51059480302"
"I.1","hh1",4.644,"51059480301"
"I.2","hh1",11.923,"51059480301"
"I.3","hh1",0,"51059480301"
"I.4","hh1",0,"51059480301"
"I.5","hh1",9.846,"51059480301"
"I.6","hh1",20.032,"51059480301"
"I.7","hh1",10.138,"51059480301"
"I.8","hh1",10.315,"51059480301"
"I.9","hh1",10.101,"51059480301"
"I.1","hh2",3.386,"51059480301"
"I.2","hh2",6.465,"51059480301"
"I.3","hh2",0,"51059480301"
"I.4","hh2",0,"51059480301"
"I.5","hh2",18.955,"51059480301"
"I.6","hh2",62.983,"51059480301"
"I.7","hh2",54.517,"51059480301"
"I.8","hh2",70.468,"51059480301"
"I.9","hh2",240.226,"51059480301"
"I.1","hh3",1.762,"51059480301"
"I.2","hh3",1.055,"51059480301"
"I.3","hh3",0,"51059480301"
"I.4","hh3",0,"51059480301"
"I.5","hh3",5.432,"51059480301"
"I.6","hh3",12.209,"51059480301"
"I.7","hh3",28.105,"51059480301"
"I.8","hh3",37.126,"51059480301"
"I.9","hh3",149.311,"51059480301"
"I.1","hh4",0.812,"51059480301"
"I.2","hh4",1.172,"51059480301"
"I.3","hh4",0,"51059480301"
"I.4","hh4",0,"51059480301"
"I.5","hh4",6.1,"51059480301"
"I.6","hh4",10.483,"51059480301"
"I.7","hh4",14.235,"51059480301"
"I.8","hh4",19.886,"51059480301"
"I.9","hh4",88.312,"51059480301"
"I.1","hh5",0.396,"51059480301"
"I.2","hh5",0.385,"51059480301"
"I.3","hh5",0,"51059480301"
"I.4","hh5",0,"51059480301"
"I.5","hh5",0.666,"51059480301"
"I.6","hh5",5.292,"51059480301"
"I.7","hh5",11.005,"51059480301"
"I.8","hh5",12.205,"51059480301"
"I.9","hh5",102.05,"51059480301"
"I.1","hh1",142.161,"51059480205"
"I.2","hh1",16.433,"51059480205"
"I.3","hh1",22.793,"51059480205"
"I.4","hh1",32.417,"51059480205"
"I.5","hh1",95.713,"51059480205"
"I.6","hh1",222.578,"51059480205"
"I.7","hh1",210.744,"51059480205"
"I.8","hh1",58.54,"51059480205"
"I.9","hh1",45.622,"51059480205"
"I.1","hh2",12.981,"51059480205"
"I.2","hh2",7.247,"51059480205"
"I.3","hh2",20.561,"51059480205"
"I.4","hh2",15.259,"51059480205"
"I.5","hh2",37.349,"51059480205"
"I.6","hh2",69.445,"51059480205"
"I.7","hh2",220.377,"51059480205"
"I.8","hh2",128.39,"51059480205"
"I.9","hh2",133.392,"51059480205"
"I.1","hh3",4.273,"51059480205"
"I.2","hh3",1.599,"51059480205"
"I.3","hh3",2.646,"51059480205"
"I.4","hh3",7.987,"51059480205"
"I.5","hh3",8.495,"51059480205"
"I.6","hh3",14.772,"51059480205"
"I.7","hh3",42.478,"51059480205"
"I.8","hh3",38.547,"51059480205"
"I.9","hh3",43.201,"51059480205"
"I.1","hh4",1.584,"51059480205"
"I.2","hh4",1.72,"51059480205"
"I.3","hh4",0,"51059480205"
"I.4","hh4",3.337,"51059480205"
"I.5","hh4",8.444,"51059480205"
"I.6","hh4",11.205,"51059480205"
"I.7","hh4",17.402,"51059480205"
"I.8","hh4",18.523,"51059480205"
"I.9","hh4",23.785,"51059480205"
"I.1","hh5",0,"51059480205"
"I.2","hh5",0,"51059480205"
"I.3","hh5",0,"51059480205"
"I.4","hh5",0,"51059480205"
"I.5","hh5",0,"51059480205"
"I.6","hh5",0,"51059480205"
"I.7","hh5",0,"51059480205"
"I.8","hh5",0,"51059480205"
"I.9","hh5",0,"51059480205"
"I.1","hh1",135.68,"51059480204"
"I.2","hh1",11.528,"51059480204"
"I.3","hh1",14.231,"51059480204"
"I.4","hh1",40.163,"51059480204"
"I.5","hh1",220.932,"51059480204"
"I.6","hh1",184.106,"51059480204"
"I.7","hh1",183.258,"51059480204"
"I.8","hh1",93.071,"51059480204"
"I.9","hh1",74.032,"51059480204"
"I.1","hh2",12.109,"51059480204"
"I.2","hh2",6.057,"51059480204"
"I.3","hh2",11.119,"51059480204"
"I.4","hh2",14.896,"51059480204"
"I.5","hh2",43.178,"51059480204"
"I.6","hh2",40.243,"51059480204"
"I.7","hh2",79.457,"51059480204"
"I.8","hh2",124.427,"51059480204"
"I.9","hh2",125.513,"51059480204"
"I.1","hh3",4.554,"51059480204"
"I.2","hh3",1.66,"51059480204"
"I.3","hh3",2.651,"51059480204"
"I.4","hh3",9.361,"51059480204"
"I.5","hh3",10.893,"51059480204"
"I.6","hh3",16.449,"51059480204"
"I.7","hh3",54.114,"51059480204"
"I.8","hh3",85.36,"51059480204"
"I.9","hh3",151.958,"51059480204"
"I.1","hh4",1.657,"51059480204"
"I.2","hh4",1.755,"51059480204"
"I.3","hh4",0,"51059480204"
"I.4","hh4",3.581,"51059480204"
"I.5","hh4",9.997,"51059480204"
"I.6","hh4",11.202,"51059480204"
"I.7","hh4",17.17,"51059480204"
"I.8","hh4",23.142,"51059480204"
"I.9","hh4",31.497,"51059480204"
"I.1","hh5",0,"51059480204"
"I.2","hh5",0,"51059480204"
"I.3","hh5",0,"51059480204"
"I.4","hh5",0,"51059480204"
"I.5","hh5",0,"51059480204"
"I.6","hh5",0,"51059480204"
"I.7","hh5",0,"51059480204"
"I.8","hh5",0,"51059480204"
"I.9","hh5",0,"51059480204"
"I.1","hh1",81.371,"51059480203"
"I.2","hh1",76.341,"51059480203"
"I.3","hh1",29.037,"51059480203"
"I.4","hh1",68.931,"51059480203"
"I.5","hh1",102.299,"51059480203"
"I.6","hh1",111.954,"51059480203"
"I.7","hh1",108.101,"51059480203"
"I.8","hh1",62.165,"51059480203"
"I.9","hh1",27.801,"51059480203"
"I.1","hh2",15.905,"51059480203"
"I.2","hh2",10.06,"51059480203"
"I.3","hh2",11.076,"51059480203"
"I.4","hh2",12.448,"51059480203"
"I.5","hh2",31.377,"51059480203"
"I.6","hh2",36.803,"51059480203"
"I.7","hh2",90.85,"51059480203"
"I.8","hh2",82.617,"51059480203"
"I.9","hh2",76.863,"51059480203"
"I.1","hh3",1.542,"51059480203"
"I.2","hh3",3.89,"51059480203"
"I.3","hh3",4.09,"51059480203"
"I.4","hh3",4.109,"51059480203"
"I.5","hh3",13.207,"51059480203"
"I.6","hh3",12.893,"51059480203"
"I.7","hh3",24.862,"51059480203"
"I.8","hh3",29.524,"51059480203"
"I.9","hh3",49.882,"51059480203"
"I.1","hh4",0,"51059480203"
"I.2","hh4",0.495,"51059480203"
"I.3","hh4",3.532,"51059480203"
"I.4","hh4",5.787,"51059480203"
"I.5","hh4",8.903,"51059480203"
"I.6","hh4",11.436,"51059480203"
"I.7","hh4",18.083,"51059480203"
"I.8","hh4",33.602,"51059480203"
"I.9","hh4",68.161,"51059480203"
"I.1","hh5",0.182,"51059480203"
"I.2","hh5",0.213,"51059480203"
"I.3","hh5",0.264,"51059480203"
"I.4","hh5",0.724,"51059480203"
"I.5","hh5",2.215,"51059480203"
"I.6","hh5",0.914,"51059480203"
"I.7","hh5",3.104,"51059480203"
"I.8","hh5",3.091,"51059480203"
"I.9","hh5",12.292,"51059480203"
"I.1","hh1",17.099,"51059480201"
"I.2","hh1",17.404,"51059480201"
"I.3","hh1",14.389,"51059480201"
"I.4","hh1",6.889,"51059480201"
"I.5","hh1",12.211,"51059480201"
"I.6","hh1",46.849,"51059480201"
"I.7","hh1",33.686,"51059480201"
"I.8","hh1",12.54,"51059480201"
"I.9","hh1",44.932,"51059480201"
"I.1","hh2",6,"51059480201"
"I.2","hh2",5.805,"51059480201"
"I.3","hh2",17.522,"51059480201"
"I.4","hh2",3.535,"51059480201"
"I.5","hh2",5.786,"51059480201"
"I.6","hh2",25.258,"51059480201"
"I.7","hh2",37.669,"51059480201"
"I.8","hh2",24.188,"51059480201"
"I.9","hh2",264.237,"51059480201"
"I.1","hh3",5.228,"51059480201"
"I.2","hh3",1.677,"51059480201"
"I.3","hh3",5.089,"51059480201"
"I.4","hh3",2.355,"51059480201"
"I.5","hh3",1.787,"51059480201"
"I.6","hh3",12.3,"51059480201"
"I.7","hh3",24.234,"51059480201"
"I.8","hh3",18.085,"51059480201"
"I.9","hh3",354.246,"51059480201"
"I.1","hh4",1.62,"51059480201"
"I.2","hh4",1.493,"51059480201"
"I.3","hh4",0,"51059480201"
"I.4","hh4",0.923,"51059480201"
"I.5","hh4",1.997,"51059480201"
"I.6","hh4",9.536,"51059480201"
"I.7","hh4",12.151,"51059480201"
"I.8","hh4",11.151,"51059480201"
"I.9","hh4",235.128,"51059480201"
"I.1","hh5",1.053,"51059480201"
"I.2","hh5",0.62,"51059480201"
"I.3","hh5",0,"51059480201"
"I.4","hh5",0.298,"51059480201"
"I.5","hh5",0.219,"51059480201"
"I.6","hh5",6.057,"51059480201"
"I.7","hh5",9.26,"51059480201"
"I.8","hh5",7.036,"51059480201"
"I.9","hh5",216.457,"51059480201"
"I.1","hh1",2.865,"51059480100"
"I.2","hh1",0,"51059480100"
"I.3","hh1",6.003,"51059480100"
"I.4","hh1",7.144,"51059480100"
"I.5","hh1",20.093,"51059480100"
"I.6","hh1",8.48,"51059480100"
"I.7","hh1",26.657,"51059480100"
"I.8","hh1",12.021,"51059480100"
"I.9","hh1",20.737,"51059480100"
"I.1","hh2",1.357,"51059480100"
"I.2","hh2",0,"51059480100"
"I.3","hh2",14.011,"51059480100"
"I.4","hh2",7.082,"51059480100"
"I.5","hh2",24.65,"51059480100"
"I.6","hh2",4.795,"51059480100"
"I.7","hh2",77.954,"51059480100"
"I.8","hh2",62.808,"51059480100"
"I.9","hh2",404.342,"51059480100"
"I.1","hh3",0.87,"51059480100"
"I.2","hh3",0,"51059480100"
"I.3","hh3",1.986,"51059480100"
"I.4","hh3",4.163,"51059480100"
"I.5","hh3",6.401,"51059480100"
"I.6","hh3",1.893,"51059480100"
"I.7","hh3",34.559,"51059480100"
"I.8","hh3",34.013,"51059480100"
"I.9","hh3",208.115,"51059480100"
"I.1","hh4",0.549,"51059480100"
"I.2","hh4",0,"51059480100"
"I.3","hh4",0,"51059480100"
"I.4","hh4",1.855,"51059480100"
"I.5","hh4",6.011,"51059480100"
"I.6","hh4",1.715,"51059480100"
"I.7","hh4",14.962,"51059480100"
"I.8","hh4",17.344,"51059480100"
"I.9","hh4",136.564,"51059480100"
"I.1","hh5",0.359,"51059480100"
"I.2","hh5",0,"51059480100"
"I.3","hh5",0,"51059480100"
"I.4","hh5",0.756,"51059480100"
"I.5","hh5",0.845,"51059480100"
"I.6","hh5",1.117,"51059480100"
"I.7","hh5",13.868,"51059480100"
"I.8","hh5",13.814,"51059480100"
"I.9","hh5",137.242,"51059480100"
"I.1","hh1",34.128,"51059471402"
"I.2","hh1",65.74,"51059471402"
"I.3","hh1",34.008,"51059471402"
"I.4","hh1",48.127,"51059471402"
"I.5","hh1",90.791,"51059471402"
"I.6","hh1",132.492,"51059471402"
"I.7","hh1",71.871,"51059471402"
"I.8","hh1",13.284,"51059471402"
"I.9","hh1",20.56,"51059471402"
"I.1","hh2",8.303,"51059471402"
"I.2","hh2",15.451,"51059471402"
"I.3","hh2",27.564,"51059471402"
"I.4","hh2",20.553,"51059471402"
"I.5","hh2",37.106,"51059471402"
"I.6","hh2",53.99,"51059471402"
"I.7","hh2",66.044,"51059471402"
"I.8","hh2",22.289,"51059471402"
"I.9","hh2",86.701,"51059471402"
"I.1","hh3",9.041,"51059471402"
"I.2","hh3",16.897,"51059471402"
"I.3","hh3",13.428,"51059471402"
"I.4","hh3",33.991,"51059471402"
"I.5","hh3",22.719,"51059471402"
"I.6","hh3",43.247,"51059471402"
"I.7","hh3",50.653,"51059471402"
"I.8","hh3",16.036,"51059471402"
"I.9","hh3",63.988,"51059471402"
"I.1","hh4",4.197,"51059471402"
"I.2","hh4",23.507,"51059471402"
"I.3","hh4",0,"51059471402"
"I.4","hh4",15.475,"51059471402"
"I.5","hh4",28.02,"51059471402"
"I.6","hh4",42.907,"51059471402"
"I.7","hh4",29.553,"51059471402"
"I.8","hh4",11.005,"51059471402"
"I.9","hh4",66.335,"51059471402"
"I.1","hh5",2.331,"51059471402"
"I.2","hh5",17.406,"51059471402"
"I.3","hh5",0,"51059471402"
"I.4","hh5",5.855,"51059471402"
"I.5","hh5",3.364,"51059471402"
"I.6","hh5",26.364,"51059471402"
"I.7","hh5",20.879,"51059471402"
"I.8","hh5",6.386,"51059471402"
"I.9","hh5",40.415,"51059471402"
"I.1","hh1",21.804,"51059471401"
"I.2","hh1",28.186,"51059471401"
"I.3","hh1",16.907,"51059471401"
"I.4","hh1",29.253,"51059471401"
"I.5","hh1",54.77,"51059471401"
"I.6","hh1",73.751,"51059471401"
"I.7","hh1",41.519,"51059471401"
"I.8","hh1",26.045,"51059471401"
"I.9","hh1",25.766,"51059471401"
"I.1","hh2",9.077,"51059471401"
"I.2","hh2",11.898,"51059471401"
"I.3","hh2",23.704,"51059471401"
"I.4","hh2",22.843,"51059471401"
"I.5","hh2",35.933,"51059471401"
"I.6","hh2",48.1,"51059471401"
"I.7","hh2",49.806,"51059471401"
"I.8","hh2",61.202,"51059471401"
"I.9","hh2",135.437,"51059471401"
"I.1","hh3",5.496,"51059471401"
"I.2","hh3",2.935,"51059471401"
"I.3","hh3",4.39,"51059471401"
"I.4","hh3",18.157,"51059471401"
"I.5","hh3",12.468,"51059471401"
"I.6","hh3",20.15,"51059471401"
"I.7","hh3",27.511,"51059471401"
"I.8","hh3",44.112,"51059471401"
"I.9","hh3",92.782,"51059471401"
"I.1","hh4",8.124,"51059471401"
