"","puma","serialno","hh_comb","index","hh_size_recode","hh_income_cat","hh_income"
"398","59301","2017000975304","4:112000",39,4,"$150,000 to $199,999",160020
"399","59301","2017000975503","3:200010",43,3,"$200,000 or more",270000
"400","59301","2017000975752","2:200000",17,2,"$35,000 to $49,999",38000
"401","59301","2017000977374","2:200000",37,2,"$150,000 to $199,999",150000
"402","59301","2017000977502","2:200000",37,2,"$150,000 to $199,999",195000
"403","59301","2017000978062","1:100000",1,1,"Less than $15,000",13400
"404","59301","2017000979716","3:200010",8,3,"$15,000 to $24,999",15700
"405","59301","2017000981245","1:100000",6,1,"$15,000 to $24,999",15620
"406","59301","2017000981456","2:200000",22,2,"$50,000 to $74,999",51100
"407","59301","2017000981925","1:100000",21,1,"$50,000 to $74,999",68000
"408","59301","2017000999187","3:200010",43,3,"$200,000 or more",360000
"409","59301","2017000999198","5:200120",40,5,"$150,000 to $199,999",196800
"410","59301","2017000999615","2:200000",22,2,"$50,000 to $74,999",63000
"411","59301","2017001001568","1:100000",21,1,"$50,000 to $74,999",57600
"412","59301","2017001001598","2:200000",22,2,"$50,000 to $74,999",60000
"413","59301","2017001003949","3:300000",33,3,"$100,000 to $149,999",145000
"414","59301","2017001004461","2:200000",42,2,"$200,000 or more",288000
"415","59301","2017001004974","2:200000",22,2,"$50,000 to $74,999",55100
"416","59301","2017001013018","1:100000",21,1,"$50,000 to $74,999",67000
"417","59301","2017001014740","2:200000",27,2,"$75,000 to $99,999",85000
"418","59301","2017001018668","2:200000",27,2,"$75,000 to $99,999",75000
"419","59301","2017001024325","2:200000",42,2,"$200,000 or more",203000
"420","59301","2017001025834","2:100001",27,2,"$75,000 to $99,999",88300
"421","59301","2017001029094","3:201000",28,3,"$75,000 to $99,999",94200
"422","59301","2017001030982","1:100000",26,1,"$75,000 to $99,999",81000
"423","59301","2017001032594","2:200000",37,2,"$150,000 to $199,999",159800
"424","59301","2017001035918","2:200000",42,2,"$200,000 or more",365000
"425","59301","2017001038202","1:100000",31,1,"$100,000 to $149,999",101000
"426","59301","2017001038776","1:100000",16,1,"$35,000 to $49,999",37900
"427","59301","2017001042000","1:100000",41,1,"$200,000 or more",265000
"428","59301","2017001046548","4:200020",39,4,"$150,000 to $199,999",179000
"429","59301","2017001057258","1:100000",26,1,"$75,000 to $99,999",77600
"430","59301","2017001057469","2:101000",17,2,"$35,000 to $49,999",35000
"431","59301","2017001059058","1:100000",21,1,"$50,000 to $74,999",52500
"432","59301","2017001060664","2:200000",42,2,"$200,000 or more",209000
"433","59301","2017001063212","3:200010",33,3,"$100,000 to $149,999",138040
"434","59301","2017001067098","1:100000",31,1,"$100,000 to $149,999",135000
"435","59301","2017001068081","2:200000",17,2,"$35,000 to $49,999",39900
"436","59301","2017001068093","2:200000",32,2,"$100,000 to $149,999",101700
"437","59301","2017001072692","1:100000",31,1,"$100,000 to $149,999",111000
"438","59301","2017001073329","2:200000",42,2,"$200,000 or more",2e+05
"439","59301","2017001073782","6:222000",35,5,"$100,000 to $149,999",121500
"440","59301","2017001077791","5:311000",20,5,"$35,000 to $49,999",36900
"441","59301","2017001082715","1:100000",1,1,"Less than $15,000",9800
"442","59301","2017001082946","1:100000",21,1,"$50,000 to $74,999",54000
"443","59301","2017001083892","5:202001",30,5,"$75,000 to $99,999",79000
"444","59301","2017001086902","3:300000",33,3,"$100,000 to $149,999",118300
"445","59301","2017001087439","1:100000",31,1,"$100,000 to $149,999",123100
"446","59301","2017001093548","2:200000",32,2,"$100,000 to $149,999",109500
"447","59301","2017001096669","1:100000",16,1,"$35,000 to $49,999",37010
"448","59301","2017001098509","2:200000",17,2,"$35,000 to $49,999",47800
"449","59301","2017001101273","1:100000",26,1,"$75,000 to $99,999",99000
"450","59301","2017001102129","2:200000",32,2,"$100,000 to $149,999",128500
"451","59301","2017001107503","3:200010",13,3,"$25,000 to $34,999",28000
"452","59301","2017001109968","2:200000",32,2,"$100,000 to $149,999",111200
"453","59301","2017001111280","1:100000",1,1,"Less than $15,000",12000
"454","59301","2017001112097","2:200000",37,2,"$150,000 to $199,999",189000
"455","59301","2017001113721","2:200000",27,2,"$75,000 to $99,999",86000
"456","59301","2017001117575","4:200200",39,4,"$150,000 to $199,999",172010
"457","59301","2017001119414","3:300000",33,3,"$100,000 to $149,999",104200
"458","59301","2017001126072","2:200000",32,2,"$100,000 to $149,999",106900
"459","59301","2017001126575","3:200010",38,3,"$150,000 to $199,999",151300
"460","59301","2017001128909","1:100000",6,1,"$15,000 to $24,999",22000
"461","59301","2017001129859","10:521101",35,5,"$100,000 to $149,999",116500
"462","59301","2017001137738","1:100000",21,1,"$50,000 to $74,999",72000
"463","59301","2017001141676","3:200001",33,3,"$100,000 to $149,999",135820
"464","59301","2017001146240","3:300000",43,3,"$200,000 or more",206600
"465","59301","2017001147107","2:200000",22,2,"$50,000 to $74,999",73000
"466","59301","2017001147978","3:300000",38,3,"$150,000 to $199,999",193000
"467","59301","2017001148448","1:100000",26,1,"$75,000 to $99,999",85400
"468","59301","2017001148469","4:200020",39,4,"$150,000 to $199,999",185030
"469","59301","2017001153824","5:301010",40,5,"$150,000 to $199,999",190000
"470","59301","2017001156324","3:300000",33,3,"$100,000 to $149,999",114000
"471","59301","2017001157813","2:200000",42,2,"$200,000 or more",212000
"472","59301","2017001165033","2:200000",37,2,"$150,000 to $199,999",170000
"473","59301","2017001165286","1:100000",31,1,"$100,000 to $149,999",135000
"474","59301","2017001167612","3:201000",33,3,"$100,000 to $149,999",140800
"475","59301","2017001170600","2:200000",37,2,"$150,000 to $199,999",190000
"476","59301","2017001173671","4:211000",19,4,"$35,000 to $49,999",35000
"477","59301","2017001181705","1:100000",31,1,"$100,000 to $149,999",100600
"478","59301","2017001181744","2:100001",2,2,"Less than $15,000",880
"479","59301","2017001189187","5:500000",40,5,"$150,000 to $199,999",175000
"480","59301","2017001192254","3:300000",28,3,"$75,000 to $99,999",99000
"481","59301","2017001192579","2:200000",17,2,"$35,000 to $49,999",44500
"482","59301","2017001193231","3:210000",23,3,"$50,000 to $74,999",54500
"483","59301","2017001199532","2:200000",37,2,"$150,000 to $199,999",170000
"484","59301","2017001200634","1:100000",31,1,"$100,000 to $149,999",131500
"485","59301","2017001200733","1:100000",21,1,"$50,000 to $74,999",60000
"486","59301","2017001203783","2:200000",27,2,"$75,000 to $99,999",82140
"487","59301","2017001204231","2:200000",37,2,"$150,000 to $199,999",155900
"488","59301","2017001205316","3:300000",28,3,"$75,000 to $99,999",77000
"489","59301","2017001206543","1:100000",31,1,"$100,000 to $149,999",120200
"490","59301","2017001209410","1:100000",31,1,"$100,000 to $149,999",108100
"491","59301","2017001211595","3:300000",28,3,"$75,000 to $99,999",97000
"492","59301","2017001214631","5:500000",45,5,"$200,000 or more",327500
"493","59301","2017001217659","2:200000",27,2,"$75,000 to $99,999",89450
"494","59301","2017001222679","3:210000",8,3,"$15,000 to $24,999",15000
"495","59301","2017001222768","1:100000",6,1,"$15,000 to $24,999",17500
"496","59301","2017001224815","3:210000",43,3,"$200,000 or more",555600
"497","59301","2017001226401","5:410000",35,5,"$100,000 to $149,999",108900
"498","59301","2017001228684","4:310000",24,4,"$50,000 to $74,999",50000
"499","59301","2017001231806","4:220000",29,4,"$75,000 to $99,999",94300
"500","59301","2017001232245","3:210000",13,3,"$25,000 to $34,999",28200
"501","59301","2017001235050","2:200000",27,2,"$75,000 to $99,999",76000
"502","59301","2017001238429","4:202000",34,4,"$100,000 to $149,999",123000
"503","59301","2017001241148","4:300010",24,4,"$50,000 to $74,999",68000
"504","59301","2017001247137","2:200000",32,2,"$100,000 to $149,999",148000
"505","59301","2017001249471","2:200000",42,2,"$200,000 or more",229000
"506","59301","2017001249749","2:200000",27,2,"$75,000 to $99,999",87600
"507","59301","2017001250580","3:210000",28,3,"$75,000 to $99,999",98000
"508","59301","2017001250799","7:401020",30,5,"$75,000 to $99,999",76600
"509","59301","2017001252321","5:500000",30,5,"$75,000 to $99,999",96000
"510","59301","2017001253525","2:200000",37,2,"$150,000 to $199,999",170000
"511","59301","2017001256560","5:311000",35,5,"$100,000 to $149,999",103000
"512","59301","2017001259648","1:100000",1,1,"Less than $15,000",4000
"513","59301","2017001260048","4:300010",24,4,"$50,000 to $74,999",54600
"514","59301","2017001260578","2:200000",22,2,"$50,000 to $74,999",60600
"515","59301","2017001261652","4:202000",39,4,"$150,000 to $199,999",185000
"516","59301","2017001261861","2:200000",2,2,"Less than $15,000",8700
"517","59301","2017001263889","2:200000",37,2,"$150,000 to $199,999",150300
"518","59301","2017001270017","2:200000",37,2,"$150,000 to $199,999",151000
"519","59301","2017001270472","2:200000",22,2,"$50,000 to $74,999",56100
"520","59301","2017001270637","2:200000",42,2,"$200,000 or more",386100
"521","59301","2017001273345","2:200000",42,2,"$200,000 or more",230000
"522","59301","2017001275278","4:220000",34,4,"$100,000 to $149,999",138400
"523","59301","2017001277854","2:200000",37,2,"$150,000 to $199,999",190200
"524","59301","2017001279243","3:210000",33,3,"$100,000 to $149,999",134000
"525","59301","2017001279984","3:200100",43,3,"$200,000 or more",262000
"526","59301","2017001280486","2:200000",37,2,"$150,000 to $199,999",163000
"527","59301","2017001281917","2:200000",12,2,"$25,000 to $34,999",34890
"528","59301","2017001283161","2:200000",42,2,"$200,000 or more",210600
"529","59301","2017001296774","3:300000",23,3,"$50,000 to $74,999",62500
"530","59301","2017001301069","8:221210",25,5,"$50,000 to $74,999",74500
"531","59301","2017001301352","3:300000",23,3,"$50,000 to $74,999",63000
"532","59301","2017001301726","2:200000",32,2,"$100,000 to $149,999",111000
"533","59301","2017001302124","2:200000",27,2,"$75,000 to $99,999",79000
"534","59301","2017001305667","4:200110",9,4,"$15,000 to $24,999",18000
"535","59301","2017001307748","1:100000",21,1,"$50,000 to $74,999",65000
"536","59301","2017001308230","2:200000",27,2,"$75,000 to $99,999",84000
"537","59301","2017001309552","2:101000",7,2,"$15,000 to $24,999",20000
"538","59301","2017001311139","2:200000",22,2,"$50,000 to $74,999",57600
"539","59301","2017001317161","2:200000",27,2,"$75,000 to $99,999",81600
"540","59301","2017001319059","4:201100",39,4,"$150,000 to $199,999",170000
"541","59301","2017001320142","2:200000",37,2,"$150,000 to $199,999",177800
"542","59301","2017001320220","2:200000",27,2,"$75,000 to $99,999",90000
"543","59301","2017001327376","4:200110",44,4,"$200,000 or more",259000
"544","59301","2017001328385","1:100000",26,1,"$75,000 to $99,999",92700
"545","59301","2017001329197","2:200000",32,2,"$100,000 to $149,999",148800
"546","59301","2017001330432","4:211000",39,4,"$150,000 to $199,999",161200
"547","59301","2017001330508","3:200100",33,3,"$100,000 to $149,999",118000
"548","59301","2017001331472","3:210000",43,3,"$200,000 or more",240000
"549","59301","2017001334704","2:200000",37,2,"$150,000 to $199,999",181100
"550","59301","2017001335832","2:200000",37,2,"$150,000 to $199,999",168100
"551","59301","2017001337017","2:200000",22,2,"$50,000 to $74,999",69000
"552","59301","2017001337886","1:100000",36,1,"$150,000 to $199,999",156000
"553","59301","2017001339562","3:210000",33,3,"$100,000 to $149,999",108500
"554","59301","2017001340095","1:100000",NA,1,NA,0
"555","59301","2017001343792","5:201011",30,5,"$75,000 to $99,999",95000
"556","59301","2017001344239","2:200000",42,2,"$200,000 or more",580000
"557","59301","2017001344849","1:100000",31,1,"$100,000 to $149,999",108000
"558","59301","2017001347796","3:100020",3,3,"Less than $15,000",8600
"559","59301","2017001347953","3:210000",43,3,"$200,000 or more",220000
"560","59301","2017001349621","4:220000",39,4,"$150,000 to $199,999",150500
"561","59301","2017001353166","1:100000",31,1,"$100,000 to $149,999",138000
"562","59301","2017001358073","1:100000",16,1,"$35,000 to $49,999",38000
"563","59301","2017001361842","2:200000",32,2,"$100,000 to $149,999",140000
"564","59301","2017001362293","1:100000",16,1,"$35,000 to $49,999",49130
"565","59301","2017001362497","2:200000",42,2,"$200,000 or more",226000
"566","59301","2017001370008","1:100000",41,1,"$200,000 or more",216000
"567","59301","2017001370680","2:200000",12,2,"$25,000 to $34,999",34400
"568","59301","2017001375176","1:100000",21,1,"$50,000 to $74,999",67800
"569","59301","2017001380713","2:200000",22,2,"$50,000 to $74,999",70000
"570","59301","2017001382456","3:200100",43,3,"$200,000 or more",268200
"571","59301","2017001382914","1:100000",26,1,"$75,000 to $99,999",95000
"572","59301","2017001385037","3:201000",33,3,"$100,000 to $149,999",108000
"573","59301","2017001385176","1:100000",21,1,"$50,000 to $74,999",50400
"574","59301","2017001391063","1:100000",NA,1,NA,0
"575","59301","2017001391246","1:100000",NA,1,NA,0
"576","59301","2017001401323","1:100000",NA,1,NA,0
"577","59301","2017001402999","1:100000",NA,1,NA,0
"578","59301","2017001405833","1:100000",NA,1,NA,0
"579","59301","2017001414377","1:100000",NA,1,NA,0
"580","59301","2017001418622","1:100000",NA,1,NA,0
"581","59301","2017001431270","1:100000",NA,1,NA,0
"582","59301","2017001448578","1:100000",NA,1,NA,0
"583","59301","2017001450368","1:100000",NA,1,NA,0
"584","59301","2017001459876","1:100000",NA,1,NA,0
"585","59301","2017001481448","1:100000",NA,1,NA,0
"586","59301","2017001482431","1:100000",NA,1,NA,0
"587","59301","2017001490845","1:100000",NA,1,NA,0
"588","59301","2017001499835","1:100000",NA,1,NA,0
"589","59301","2017001500007","1:100000",NA,1,NA,0
"590","59301","2017001513108","1:100000",NA,1,NA,0
"591","59301","2018GQ0010588","1:100000",NA,1,NA,0
"592","59301","2018GQ0031918","1:100000",NA,1,NA,0
"593","59301","2018GQ0036596","1:100000",NA,1,NA,0
"594","59301","2018GQ0040678","1:100000",NA,1,NA,0
"595","59301","2018GQ0059632","1:100000",NA,1,NA,0
"596","59301","2018GQ0072982","1:100000",NA,1,NA,0
"597","59301","2018GQ0075016","1:100000",NA,1,NA,0
"598","59301","2018GQ0081037","1:100000",NA,1,NA,0
"599","59301","2018GQ0081408","1:100000",NA,1,NA,0
"600","59301","2018GQ0087332","1:100000",NA,1,NA,0
"601","59301","2018GQ0101563","1:100000",NA,1,NA,0
"602","59301","2018GQ0105375","1:100000",NA,1,NA,0
"603","59301","2018GQ0110853","1:100000",NA,1,NA,0
"604","59301","2018GQ0128726","1:100000",NA,1,NA,0
"605","59301","2018GQ0141450","1:100000",NA,1,NA,0
"606","59301","2018GQ0145281","1:100000",NA,1,NA,0
"607","59301","2018GQ0148526","1:100000",NA,1,NA,0
"608","59301","2018HU0000797","1:100000",41,1,"$200,000 or more",243000
"609","59301","2018HU0001971","1:100000",21,1,"$50,000 to $74,999",60000
"610","59301","2018HU0001975","1:100000",6,1,"$15,000 to $24,999",24000
"611","59301","2018HU0006728","3:300000",23,3,"$50,000 to $74,999",72400
"612","59301","2018HU0009911","1:100000",36,1,"$150,000 to $199,999",186980
"613","59301","2018HU0009993","1:100000",16,1,"$35,000 to $49,999",41000
"614","59301","2018HU0010020","1:100000",1,1,"Less than $15,000",6100
"615","59301","2018HU0010602","5:203000",45,5,"$200,000 or more",204000
"616","59301","2018HU0015168","4:200110",34,4,"$100,000 to $149,999",1e+05
"617","59301","2018HU0016682","4:200110",39,4,"$150,000 to $199,999",192400
"618","59301","2018HU0017189","4:202000",39,4,"$150,000 to $199,999",183300
"619","59301","2018HU0020439","4:200110",39,4,"$150,000 to $199,999",160000
"620","59301","2018HU0021205","1:100000",1,1,"Less than $15,000",8300
"621","59301","2018HU0026890","2:200000",42,2,"$200,000 or more",217000
"622","59301","2018HU0029891","2:100010",32,2,"$100,000 to $149,999",137000
"623","59301","2018HU0031354","1:100000",16,1,"$35,000 to $49,999",37600
"624","59301","2018HU0033861","1:100000",21,1,"$50,000 to $74,999",58000
